Namn,Typ,Kategori,Gata,Nr,Lat,Lon,Stadsdel,stadsdelsomrade
Herrängens gård,cafe,Kafé,Segeltorpsvägen,49-51,59.273165,17.9608766,Älvsjö,Hägersten-Älvsjö
Subway,fast_food,Restaurang & Snabbmat,Älvsjö Torg,13B,59.2786951,18.0094843,Älvsjö,Hägersten-Älvsjö
Wild Flower Bakehouse Café,cafe,Kafé,Kransbindarvägen,,59.3024732,18.001802,Midsommarkransen,Hägersten-Älvsjö
Jarla Trafikskola,driving_school,Trafikskola,Johan Skyttes Väg,189C,59.278502,18.0080988,Älvsjö,Hägersten-Älvsjö
Stenugnsbröd På Söder,cafe,Kafé,Svandammsvägen,,59.3014783,18.0130327,Midsommarkransen,Hägersten-Älvsjö
Pizza,fast_food,Restaurang & Snabbmat,Aklejavägen,,59.2772451,17.9660733,Älvsjö,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Kristallvägen,,59.2877577,18.0013176,Solberga,Hägersten-Älvsjö
Island Hoppers,restaurant,Restaurang & Snabbmat,Instrumentvägen,,59.3055572,17.9826465,Hägersten,Hägersten-Älvsjö
Pepe Rosso,fast_food,Restaurang & Snabbmat,Älvsjövägen,5,59.2777849,18.0060419,Liseberg,Hägersten-Älvsjö
Grappolo D'uva,restaurant,Restaurang & Snabbmat,Älvsjö Torg,19A,59.2787636,18.0086926,Älvsjö,Hägersten-Älvsjö
Fitness24Seven,fitness_centre,Gym/Utomhusgym,Älvsjö Broväg,,59.2760792,18.0139633,Liseberg,Hägersten-Älvsjö
Thelins,cafe,Kafé,Johan Skyttes Väg,185,59.2787234,18.008594,Älvsjö,Hägersten-Älvsjö
WRAP'Z,restaurant,Restaurang & Snabbmat,Svandammsvägen,5,59.3018326,18.015297,Midsommarkransen,Hägersten-Älvsjö
Rosteriet,cafe,Kafé,Rosterigränd,,59.3119336,18.0239912,Liljeholmen,Hägersten-Älvsjö
Marrakech Resturang,restaurant,Restaurang & Snabbmat,Årstaängsvägen,,59.3096235,18.030495,Liljeholmen,Hägersten-Älvsjö
Via loreto,restaurant,Restaurang & Snabbmat,Årstaängsvägen,,59.3095015,18.0283179,Liljeholmen,Hägersten-Älvsjö
Let's Eat Sushi,restaurant,Restaurang & Snabbmat,Sjöviksvägen,,59.3082152,18.0270286,Liljeholmen,Hägersten-Älvsjö
MGL Sushi,restaurant,Restaurang & Snabbmat,Fredsborgstorget,,59.3072681,18.0268205,Liljeholmen,Hägersten-Älvsjö
Tant Maja och Fröken Emilia,cafe,Kafé,Marieviksgatan,,59.3081333,18.0272421,Liljeholmen,Hägersten-Älvsjö
Blockriket,playground,Lekplats,Sjöviksvägen,,59.3048279,18.0358318,Liljeholmen,Hägersten-Älvsjö
Sjöviks pizza & kebab,fast_food,Restaurang & Snabbmat,Grönbrinksgatan,,59.3070687,18.0292022,Liljeholmen,Hägersten-Älvsjö
Haandi,restaurant,Restaurang & Snabbmat,Sjöviksvägen,,59.3064883,18.0322898,Liljeholmen,Hägersten-Älvsjö
Vår Pizza,restaurant,Restaurang & Snabbmat,Erik Segersälls Väg,,59.3059146,18.0011339,Aspudden,Hägersten-Älvsjö
Pizzabagaren,fast_food,Restaurang & Snabbmat,Tellusborgsvägen,,59.298133,18.0025128,Västberga,Hägersten-Älvsjö
Hanami Hawaiian Poké & Sushi,restaurant,Restaurang & Snabbmat,Sjöviksvägen,,59.3060444,18.0325963,Liljeholmen,Hägersten-Älvsjö
Lilla Paradiset,fast_food,Restaurang & Snabbmat,Örnsbergsvägen,,59.3055597,17.9890185,Aspudden,Hägersten-Älvsjö
Apoteket,pharmacy,Apotek,Axelsbergs Torg,2,59.304169,17.9748559,Hägersten,Hägersten-Älvsjö
ICA Supermarket Telefonplan,supermarket,Matbutik,Tellusborgsvägen,87,59.2966808,18.0014892,Västberga,Hägersten-Älvsjö
Brödernas,restaurant,Restaurang & Snabbmat,Sjövikskajen,,59.3066191,18.0334682,Liljeholmen,Hägersten-Älvsjö
Strong body & mind,fitness_centre,Gym/Utomhusgym,Sjöviksvägen,,59.3053163,18.0358886,Liljeholmen,Hägersten-Älvsjö
Café Cul-De-Sac,cafe,Kafé,Lusuddsvägen,,59.316319,18.0163716,Gröndal,Hägersten-Älvsjö
Del Mare,fast_food,Restaurang & Snabbmat,Nybohovsbacken,,59.3090971,18.0155531,Liljeholmen,Hägersten-Älvsjö
Fitness24Seven,fitness_centre,Gym/Utomhusgym,Fruängsgången,,59.2855188,17.9646495,Fruängen,Hägersten-Älvsjö
Systembolaget,alcohol,Systembolag,Nybohovsbacken,,59.3094674,18.0214651,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Störtloppsvägen,,59.295542,17.9655927,Västertorp,Hägersten-Älvsjö
Biocafé Tellus,cafe,Kafé,Vattenledningsvägen,,59.3019499,18.0075039,Midsommarkransen,Hägersten-Älvsjö
Thaimat Take Away,fast_food,Restaurang & Snabbmat,Slättgårdsvägen,,59.3007035,17.957103,Mälarhöjden,Hägersten-Älvsjö
Bakom hörnet,restaurant,Restaurang & Snabbmat,Midsommarvägen,,59.299527,18.0053741,Midsommarkransen,Hägersten-Älvsjö
Masahiro,fast_food,Restaurang & Snabbmat,Tellusborgsvägen,,59.2982973,18.0026717,Västberga,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Pingstvägen,,59.3012522,17.9939547,Midsommarkransen,Hägersten-Älvsjö
Bonne Femme,cafe,Kafé,Erik Segersälls Väg,,59.3062326,18.0008701,Aspudden,Hägersten-Älvsjö
Saigon House,restaurant,Restaurang & Snabbmat,Hägerstensvägen,,59.3056332,17.9983257,Aspudden,Hägersten-Älvsjö
Körkortshuset,driving_school,Trafikskola,Nybohovsbacken,,59.3099318,18.0250845,Liljeholmen,Hägersten-Älvsjö
Liljeholmens bilskola,driving_school,Trafikskola,Liljeholmstorget,,59.3105393,18.0221584,Liljeholmen,Hägersten-Älvsjö
Sushi by Rino,restaurant,Restaurang & Snabbmat,Svartlösavägen,52,59.2842313,17.9855051,Älvsjö,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Långbrovägen,,59.2788513,17.9941093,Älvsjö,Hägersten-Älvsjö
Parkfiken,cafe,Kafé,Torsten Almsstigen,,59.3076579,17.9949017,Aspudden,Hägersten-Älvsjö
Prepp,cafe,Kafé,Årstaängsvägen,,59.310603,18.0297263,Liljeholmen,Hägersten-Älvsjö
Furellios Ristorante,restaurant,Restaurang & Snabbmat,Nyårsvägen,,59.3025113,17.994733,Midsommarkransen,Hägersten-Älvsjö
Bonne Femme Stenungsbageri,cafe,Kafé,Midsommarvägen,,59.2995714,18.0041699,Midsommarkransen,Hägersten-Älvsjö
Xi'an Köket,restaurant,Restaurang & Snabbmat,Bäckvägen,,59.3024092,17.994269,Midsommarkransen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Typografvägen,,59.3032597,17.9905437,Hägersten,Hägersten-Älvsjö
A.B.Café,cafe,Kafé,Valborgsmässovägen,34,59.2995931,17.998632,Midsommarkransen,Hägersten-Älvsjö
NIDa Catering och festvåning,restaurant,Restaurang & Snabbmat,Marieviksgatan,,59.3100886,18.03051,Liljeholmen,Hägersten-Älvsjö
STC,fitness_centre,Gym/Utomhusgym,Ingenjörsvägen,4,59.3063503,18.0256674,Liljeholmen,Hägersten-Älvsjö
Texas Longhorn,restaurant,Restaurang & Snabbmat,Götalandsvägen,238,59.2801143,18.00389,Älvsjö,Hägersten-Älvsjö
800 Grader,restaurant,Restaurang & Snabbmat,Cedergrensvägen,2,59.3034407,18.002799,Midsommarkransen,Hägersten-Älvsjö
Distriktstandvården Liljeholmen,dentist,Tandläkare,Liljeholmstorget,,59.309844,18.021877,Liljeholmen,Hägersten-Älvsjö
Solbergaskogens utegym,fitness_station,Gym/Utomhusgym,Smaragdstigen,,59.2853453,18.005873,Solberga,Hägersten-Älvsjö
Teso Sushi,restaurant,Restaurang & Snabbmat,Kabelverksgatan,16,59.2823244,18.0028619,Älvsjö,Hägersten-Älvsjö
Oh Poké,fast_food,Restaurang & Snabbmat,Älvsjö Stationsgata,,59.2796169,18.0120045,Älvsjö,Hägersten-Älvsjö
Solbrännans utegym,fitness_station,Gym/Utomhusgym,Apelsinstigen,,59.2819949,18.0153827,Älvsjö,Hägersten-Älvsjö
Systembolaget,alcohol,Systembolag,Älvsjö Ängsväg,2-6,59.275255,18.0128234,Liseberg,Hägersten-Älvsjö
Lubnan Kajen,restaurant,Restaurang & Snabbmat,Sjövikskajen,,59.3061152,18.0354217,Liljeholmen,Hägersten-Älvsjö
SATS Liljeholmstorget,fitness_centre,Gym/Utomhusgym,Liljeholmstorget,,59.309834,18.022026,Liljeholmen,Hägersten-Älvsjö
Bastard Burgers,restaurant,Restaurang & Snabbmat,Liljeholmstorget,5,59.309643,18.0224993,Liljeholmen,Hägersten-Älvsjö
Slow Hands,cafe,Kafé,Sedelvägen,35,59.2952723,17.9796325,Hägerstensåsen,Hägersten-Älvsjö
Thailaan,supermarket,Matbutik,Nybohovsbacken,,59.3093456,18.0214941,Liljeholmen,Hägersten-Älvsjö
Veloce Pizza,restaurant,Restaurang & Snabbmat,Kabelverksgatan,25,59.2820466,18.002632,Älvsjö,Hägersten-Älvsjö
Sushi Yama,restaurant,Restaurang & Snabbmat,Liljeholmstorget,,59.3095845,18.0218108,Liljeholmen,Hägersten-Älvsjö
Bio Aspen,cinema,Biograf,Hägerstensvägen,100A,59.3060441,18.0066425,Aspudden,Hägersten-Älvsjö
TOVE,restaurant,Restaurang & Snabbmat,Sjöviksbacken,,59.3049772,18.030666,Liljeholmen,Hägersten-Älvsjö
STC,fitness_centre,Gym/Utomhusgym,Västbergavägen,,59.2938492,18.0041601,Västberga,Hägersten-Älvsjö
Coop Svandammsplan,supermarket,Matbutik,Pingstvägen,,59.3010865,18.0032136,Midsommarkransen,Hägersten-Älvsjö
STC,fitness_centre,Gym/Utomhusgym,Örnsbergsvägen,,59.3052207,17.9890893,Aspudden,Hägersten-Älvsjö
Studio Mimundo,tattoo,,Kabelverksgatan,48,59.2826737,18.0007297,Älvsjö,Hägersten-Älvsjö
Gym/Utomhusgym,fitness_station,Gym/Utomhusgym,Doktor Widerströms Gata,,59.2881437,17.9585985,Fruängen,Hägersten-Älvsjö
Gym/Utomhusgym,fitness_station,Gym/Utomhusgym,Vantörsvägen,,59.282748,17.9632351,Fruängen,Hägersten-Älvsjö
Apotek Hjärtat,pharmacy,Apotek,Fruängsgången,5,59.2855373,17.9641768,Fruängen,Hägersten-Älvsjö
Circle K,fuel,Bensinmack,Varuvägen,2,59.2718312,18.0095316,Älvsjö,Hägersten-Älvsjö
Gym/Utomhusgym,fitness_station,Gym/Utomhusgym,Sedelvägen,,59.2979322,17.9864008,Hägerstensåsen,Hägersten-Älvsjö
Älvsjö Centrum Vårdcentral,doctor,Vårdcentral,Älvsjö Stationsgata,,59.2780408,18.0085476,Älvsjö,Hägersten-Älvsjö
Midoris,restaurant,Restaurang & Snabbmat,Sjövikskajen,,59.3058102,18.0367235,Liljeholmen,Hägersten-Älvsjö
Thai Wok Orkidé,restaurant,Restaurang & Snabbmat,Bäckvägen,80,59.3022428,17.9935758,Midsommarkransen,Hägersten-Älvsjö
Gymmet,fitness_centre,Gym/Utomhusgym,Årsta Hamnväg,,59.3084472,18.0268805,Liljeholmen,Hägersten-Älvsjö
Ponte & Simone,restaurant,Restaurang & Snabbmat,Sjövikskajen,,59.3060783,18.0356973,Liljeholmen,Hägersten-Älvsjö
3Sixty,restaurant,Restaurang & Snabbmat,Sjövikskajen,,59.3061695,18.0351583,Liljeholmen,Hägersten-Älvsjö
Färgfabrikens Kafé,restaurant,Restaurang & Snabbmat,Lövholmsbrinken,,59.3153217,18.0193396,Liljeholmen,Hägersten-Älvsjö
STC,fitness_centre,Gym/Utomhusgym,Johan Skyttes Väg,,59.2778284,18.0031991,Liseberg,Hägersten-Älvsjö
Konstfack bibliotek,library,Bibliotek,LM Ericssons Väg,,59.2998873,17.9941863,Midsommarkransen,Hägersten-Älvsjö
Pizzeria Delize,fast_food,Restaurang & Snabbmat,Skridskovägen,,59.2939651,17.9768288,Västertorp,Hägersten-Älvsjö
Piatto Fresco,restaurant,Restaurang & Snabbmat,Årsta Skolgränd,10,59.3015269,18.0297314,Liljeholmen,Hägersten-Älvsjö
Lulu,restaurant,Restaurang & Snabbmat,Tellusborgsvägen,77A,59.2979966,18.0023627,Västberga,Hägersten-Älvsjö
Skin Team,doctor,Vårdcentral,Fruängsgatan,,59.2846062,17.9604355,Fruängen,Hägersten-Älvsjö
My Favorit Grill,restaurant,Restaurang & Snabbmat,Doktor Widerströms Gata,,59.2853426,17.95617,Fruängen,Hägersten-Älvsjö
Fruängens Trafikskola,driving_school,Trafikskola,Fruängsgatan,,59.284921,17.961645,Fruängen,Hägersten-Älvsjö
Sushi & Poke,restaurant,Restaurang & Snabbmat,Vantörsvägen,,59.2861904,17.9532279,Fruängen,Hägersten-Älvsjö
Il Forno,restaurant,Restaurang & Snabbmat,Vantörsvägen,,59.2863117,17.9507629,Fruängen,Hägersten-Älvsjö
STC,fitness_centre,Gym/Utomhusgym,Vantörsvägen,,59.2864995,17.9537332,Fruängen,Hägersten-Älvsjö
Grill&Wok Stugan,restaurant,Restaurang & Snabbmat,Varuvägen,,59.2717762,18.0071086,Älvsjö,Hägersten-Älvsjö
Sushi Kawa,restaurant,Restaurang & Snabbmat,Fruängstorget,6,59.2858028,17.9638267,Fruängen,Hägersten-Älvsjö
Nordic Wellness,fitness_centre,Gym/Utomhusgym,Elsa Brändströms Gata,,59.2868351,17.9640998,Fruängen,Hägersten-Älvsjö
Fruängens Tandläkare,dentist,Tandläkare,Elsa Brändströms Gata,,59.2884181,17.9629296,Fruängen,Hägersten-Älvsjö
Fruängstandläkarna,dentist,Tandläkare,Elsa Brändströms Gata,,59.2882672,17.9630587,Fruängen,Hägersten-Älvsjö
Fruängens Familjetandvård,dentist,Tandläkare,Hanna Paulis Gata,,59.2867241,17.9635245,Fruängen,Hägersten-Älvsjö
Babas,fast_food,Restaurang & Snabbmat,Fruängstorget,6,59.2857997,17.9639333,Fruängen,Hägersten-Älvsjö
Fruängen Dental,dentist,Tandläkare,Fruängsgången,,59.285451,17.9637336,Fruängen,Hägersten-Älvsjö
Home Food,restaurant,Restaurang & Snabbmat,Fruängsplan,,59.2859601,17.9652138,Fruängen,Hägersten-Älvsjö
Folktandvården,dentist,Tandläkare,Västertorpsplan,,59.2925671,17.9689012,Västertorp,Hägersten-Älvsjö
Surdegspizza,restaurant,Restaurang & Snabbmat,Vasaloppsvägen,,59.2937752,17.9655439,Västertorp,Hägersten-Älvsjö
Västertorps Hjärta,restaurant,Restaurang & Snabbmat,Störtloppsvägen,30,59.2936722,17.9672747,Västertorp,Hägersten-Älvsjö
Vår Pizza,restaurant,Restaurang & Snabbmat,Västertorpsplan,,59.2924658,17.9689861,Västertorp,Hägersten-Älvsjö
Samtal Dental,dentist,Tandläkare,Jordkabelgatan,2,59.2822406,18.0020749,Älvsjö,Hägersten-Älvsjö
Goal Vision Dream,fitness_centre,Gym/Utomhusgym,Kabelverksgatan,,59.282684,18.0013459,Älvsjö,Hägersten-Älvsjö
Maritza Fixar,doctor,Vårdcentral,Götalandsvägen,,59.2802531,18.0130392,Älvsjö,Hägersten-Älvsjö
Älvsjö Tandvård,dentist,Tandläkare,Prästgårdsgränd,,59.280285,18.0112353,Älvsjö,Hägersten-Älvsjö
STC,fitness_centre,Gym/Utomhusgym,Götalandsvägen,,59.279558,18.0106482,Älvsjö,Hägersten-Älvsjö
The Garden,restaurant,Restaurang & Snabbmat,Mässvägen,1,59.2767476,18.0113337,Liseberg,Hägersten-Älvsjö
Ichiban,restaurant,Restaurang & Snabbmat,Skridskovägen,,59.2940655,17.9767838,Västertorp,Hägersten-Älvsjö
Axelsbergs Tandläkarna,dentist,Tandläkare,Selmedalsvägen,42;44;46,59.3046899,17.9740205,Hägersten,Hägersten-Älvsjö
Cachay,cafe,Kafé,Skridskovägen,,59.2940156,17.976807,Västertorp,Hägersten-Älvsjö
Tang Ji,restaurant,Restaurang & Snabbmat,Axelsbergs Torg,2,59.3042013,17.9748353,Hägersten,Hägersten-Älvsjö
Tandläkare,dentist,Tandläkare,Hägerstensvägen,,59.3009479,17.9580862,Hägersten,Hägersten-Älvsjö
Brödernas,restaurant,Restaurang & Snabbmat,Brådstupsvägen,,59.3041131,17.9589797,Hägersten,Hägersten-Älvsjö
Catarina,restaurant,Restaurang & Snabbmat,Sparbanksvägen,,59.2951096,17.9838697,Hägerstensåsen,Hägersten-Älvsjö
Topoli,restaurant,Restaurang & Snabbmat,Korpmossevägen,,59.2910859,17.9904856,Västberga,Hägersten-Älvsjö
Holy Kebab,restaurant,Restaurang & Snabbmat,Telefonplan,2,59.2990773,17.9955577,Midsommarkransen,Hägersten-Älvsjö
Texas Longhorn,restaurant,Restaurang & Snabbmat,Telefonplan,2,59.2990535,17.9950864,Midsommarkransen,Hägersten-Älvsjö
Brödernas,restaurant,Restaurang & Snabbmat,LM Ericssons Väg,,59.2990343,17.9952838,Midsommarkransen,Hägersten-Älvsjö
Gigis Hörna,restaurant,Restaurang & Snabbmat,Tellusgången,,59.2987978,17.9896584,Midsommarkransen,Hägersten-Älvsjö
Nataljas Medicinska Fotvård,doctor,Vårdcentral,Midsommarvägen,,59.2995544,18.0046911,Midsommarkransen,Hägersten-Älvsjö
Skog,fitness_centre,Gym/Utomhusgym,Tellusborgsvägen,,59.2992941,18.0038141,Västberga,Hägersten-Älvsjö
Mitt Gym,fitness_centre,Gym/Utomhusgym,Tellusborgsvägen,,59.2987718,18.0020897,Västberga,Hägersten-Älvsjö
stc,fitness_centre,Gym/Utomhusgym,Midsommargränd,,59.2989891,18.0036417,Västberga,Hägersten-Älvsjö
Noli Deli,restaurant,Restaurang & Snabbmat,Midsommarparken,,59.3012561,18.0120163,Midsommarkransen,Hägersten-Älvsjö
Målarverkstadens Bistro,cafe,Kafé,Hägerstensvägen,,59.3054014,17.9937227,Aspudden,Hägersten-Älvsjö
Thurson & Engquist,dentist,Tandläkare,Botvidsgatan,,59.3060239,17.9982697,Aspudden,Hägersten-Älvsjö
Bara Yoga,fitness_centre,Gym/Utomhusgym,Schlytersvägen,,59.3067148,18.0003357,Aspudden,Hägersten-Älvsjö
STC,fitness_centre,Gym/Utomhusgym,Klacktorget,,59.2868632,18.0099703,Solberga,Hägersten-Älvsjö
Lokanta,restaurant,Restaurang & Snabbmat,Kristalltorget,,59.2899188,17.9989496,Solberga,Hägersten-Älvsjö
Restaurang & Snabbmat,restaurant,Restaurang & Snabbmat,Kristalltorget,,59.290128,17.9996432,Solberga,Hägersten-Älvsjö
Tandvård,dentist,Tandläkare,Örby Slottsväg,,59.2802409,18.0337115,Örby slott,Hägersten-Älvsjö
Hägerstens trafikskola,driving_school,Trafikskola,Hägerstensvägen,,59.3058983,18.0076915,Aspudden,Hägersten-Älvsjö
Kim Ban Ban,restaurant,Restaurang & Snabbmat,Nybohovsbacken,,59.3095202,18.021603,Liljeholmen,Hägersten-Älvsjö
Gym/Utomhusgym,fitness_station,Gym/Utomhusgym,Tellusborgsvägen,,59.3004082,18.0045074,Midsommarkransen,Hägersten-Älvsjö
Johan Skytteskolans utegym,fitness_centre,Gym/Utomhusgym,Västerängsvägen,21,59.277314,17.9829224,Älvsjö,Hägersten-Älvsjö
Dentalisterna,dentist,Tandläkare,Liljeholmsvägen,,59.3118095,18.024004,Liljeholmen,Hägersten-Älvsjö
Thelins konditori,cafe,Kafé,Gröndalsvägen,,59.3154302,18.0013803,Gröndal,Hägersten-Älvsjö
Beirut Lounge,restaurant,Restaurang & Snabbmat,Fruängstorget,6,59.2857974,17.9640318,Fruängen,Hägersten-Älvsjö
Café Nero,cafe,Kafé,Liljeholmstorget,,59.3097814,18.022905,Liljeholmen,Hägersten-Älvsjö
Il Forno,restaurant,Restaurang & Snabbmat,Liljeholmstorget,,59.309555,18.0220841,Liljeholmen,Hägersten-Älvsjö
Kebab-ish,restaurant,Restaurang & Snabbmat,Liljeholmstorget,,59.3097263,18.022769,Liljeholmen,Hägersten-Älvsjö
Naked fish,restaurant,Restaurang & Snabbmat,Fågeltorget,,59.3055101,17.9931902,Aspudden,Hägersten-Älvsjö
La Casa de Planka,restaurant,Restaurang & Snabbmat,Klockhusgränd,1A,59.2810236,18.0003712,Liseberg,Hägersten-Älvsjö
Magic Masala,restaurant,Restaurang & Snabbmat,Nioörtsvägen,24,59.3015599,18.016121,Midsommarkransen,Hägersten-Älvsjö
Midsommarkransens trafikskola,driving_school,Trafikskola,Tegelbruksvägen,8,59.3025534,18.014335,Midsommarkransen,Hägersten-Älvsjö
Smash N Grab,fast_food,Restaurang & Snabbmat,Fredsborgsgatan,,59.3059707,18.0303074,Liljeholmen,Hägersten-Älvsjö
Kringelgården Kransen,cafe,Kafé,Radiusbacken,,59.2985575,18.0029163,Västberga,Hägersten-Älvsjö
Lisebergs vårdcentral,doctor,Vårdcentral,Annebodavägen,4-6,59.2848365,18.0303853,Älvsjö,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Pingstvägen,,59.301087,17.9937606,Midsommarkransen,Hägersten-Älvsjö
Lugnet,playground,Lekplats,Terrängvägen,,59.2942412,17.9700555,Västertorp,Hägersten-Älvsjö
Kristallparken,playground,Lekplats,Sulvägen,,59.2871487,18.0034603,Solberga,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Elsa Borgs Gata,,59.2828065,17.9659617,Fruängen,Hägersten-Älvsjö
Lekplatsen Solhatten,playground,Lekplats,Elsa Borgs Gata,,59.283478,17.9673044,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Fruängsgatan,,59.284193,17.9681413,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Lina Sandells Plan,,59.2837588,17.9601189,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Lina Sandells Plan,,59.2845656,17.9610146,Fruängen,Hägersten-Älvsjö
Pizzeria Lugano,restaurant,Restaurang & Snabbmat,Fredrika Bremers Gata,63,59.2835794,17.970829,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Elin Wägners Gata,,59.2852541,17.9726617,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Elin Wägners Gata,,59.2859825,17.9710023,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Elin Wägners Gata,,59.2844173,17.9718698,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Ellen Keys Gata,,59.2882191,17.9662852,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Fredrika Bremers Gata,,59.2871324,17.9714389,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Hanna Paulis Gata,,59.2876557,17.9618021,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Hanna Paulis Gata,,59.2867196,17.9629663,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Hanna Paulis Gata,,59.2871711,17.9619961,Fruängen,Hägersten-Älvsjö
Parkleken Vippan,playground,Lekplats,Elin Wägners Gata,,59.2868424,17.9696987,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Eva Bonniers Gata,,59.2856931,17.9605601,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Doktor Widerströms Gata,,59.2850186,17.9588585,Fruängen,Hägersten-Älvsjö
Hamburgarprinsen,fast_food,Restaurang & Snabbmat,Doktor Widerströms Gata,,59.2853476,17.9561503,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Doktor Widerströms Gata,,59.2871093,17.9581462,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Doktor Widerströms Gata,,59.2864981,17.9574888,Fruängen,Hägersten-Älvsjö
Storhagen,playground,Lekplats,Herrängsvägen,,59.2754336,17.9612046,Älvsjö,Hägersten-Älvsjö
Fruktparken,playground,Lekplats,Liljeholmsgränd,,59.3110715,18.022184,Liljeholmen,Hägersten-Älvsjö
Tre kungars lund,playground,Lekplats,Tre kungars lund,,59.284972,18.0237632,Älvsjö,Hägersten-Älvsjö
Lidl,supermarket,Matbutik,Elisabeth Tamms Gata,2,59.285627,17.9544506,Fruängen,Hägersten-Älvsjö
Coop Mälarhöjden,supermarket,Matbutik,Hägerstensvägen,331,59.3013291,17.9573872,Hägersten,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Fem Fålars Brunn,,59.2847863,18.0268878,Älvsjö,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Mickelsbergsvägen,,59.2866784,17.975077,Fruängen,Hägersten-Älvsjö
Långbro värdshus,restaurant,Restaurang & Snabbmat,Stora Mans väg,4,59.282823,17.9708426,Älvsjö,Hägersten-Älvsjö
Arkenparken,playground,Lekplats,Torsslowsbacken,,59.3062412,17.9769444,Hägersten,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Mästarbacken,,59.2981977,17.9431737,Mälarhöjden,Hägersten-Älvsjö
Johannisdalsparken,playground,Lekplats,Sankt Mickelsgatan,,59.2964066,17.957966,Mälarhöjden,Hägersten-Älvsjö
Pandaparken,playground,Lekplats,Nybohovsgränd,,59.3076543,18.0177308,Liljeholmen,Hägersten-Älvsjö
Schlytersparken,playground,Lekplats,Schlytersvägen,,59.3067827,18.0073509,Aspudden,Hägersten-Älvsjö
Parklek Sjörövarparken,playground,Lekplats,Smaragdstigen,,59.2814003,18.008867,Solberga,Hägersten-Älvsjö
Apelsinen,playground,Lekplats,Apelsinstigen,,59.2839465,18.0145002,Solberga,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Pilgrimsvägen,,59.3051419,18.0026426,Aspudden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Näbbskostigen,,59.2883133,18.014647,Solberga,Hägersten-Älvsjö
Gunnars Pizzeria,fast_food,Restaurang & Snabbmat,Herrängsvägen,,59.2757484,17.9612266,Älvsjö,Hägersten-Älvsjö
Klämman,playground,Lekplats,Sylvestergatan,,59.2864615,18.0287083,Älvsjö,Hägersten-Älvsjö
Park Folkets Hus,cinema,Biograf,Götalandsvägen,181,59.2831582,18.0272566,Liseberg,Hägersten-Älvsjö
Eolshälls 4 H-gård,cafe,Kafé,Eolshällsvägen,10,59.3078856,17.9694819,Hägersten,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Ekensbergsvägen,,59.3156447,17.9932308,Gröndal,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Gröndalsvägen,,59.3153829,18.0092357,Gröndal,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Örnbacken,,59.30927,17.9876444,Aspudden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Selmedalsvägen,,59.3049254,17.9733691,Hägersten,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Selmedalsvägen,,59.3047878,17.9700238,Hägersten,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Selmedalsvägen,,59.3048481,17.9711576,Hägersten,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Selmedalsvägen,,59.3048825,17.9722869,Hägersten,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Gröndalsvägen,,59.3165046,18.0116344,Gröndal,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Ekensbergsvägen,,59.3161037,17.9924057,Gröndal,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Juvelerarvägen,,59.2879036,17.9934344,Solberga,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Smyckegränd,,59.2863928,17.9960799,Solberga,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Korpmossevägen,,59.2947442,17.9896157,Västberga,Hägersten-Älvsjö
