gata,adress,stadsdel,parkeringsomrade,platstyp,taxa,ovrig_info,giltigt_fran,start_manad,slut_manad,start_dag,slut_dag,start_tid,slut_tid,veckodag,longitud,latitud,fordon,beslut,rdt_url
Valutavägen,Valutavägen 24 - 2,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2021-10-07T22:00:00Z,5,10,16,31,,,,17.979977,59.299631,fordon,0180 2021-04226,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2021&LopNr=04226
Valutavägen,Valutavägen 24 - 2,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2021-10-07T22:00:00Z,11,5,1,15,1600,800,måndag,17.979977,59.299631,fordon,0180 2021-04226,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2021&LopNr=04226
Valutavägen,Valutavägen 24 - 2,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2021-10-07T22:00:00Z,5,10,16,31,,,,17.979977,59.299631,fordon,0180 2021-04226,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2021&LopNr=04226
Valutavägen,Valutavägen 24 - 2,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2021-10-07T22:00:00Z,11,5,1,15,1600,800,måndag,17.979977,59.299631,fordon,0180 2021-04226,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2021&LopNr=04226
Lotterivägen,Lotterivägen 33,Hägerstensåsen,Hägersten,Reserverad p-plats rörelsehindrad,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2022-08-10T22:00:00Z,,,,,,,,17.97999,59.297606,rörelsehindrade,0180 2022-01576,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2022&LopNr=01576
Isgränd,Isgränd 7,Västertorp,Hägersten,Reserverad p-plats rörelsehindrad,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2021-10-07T22:00:00Z,,,,,,,,17.968252,59.290857,rörelsehindrade,0180 2021-04267,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2021&LopNr=04267
Bokbindarvägen,Bokbindarvägen 51,Hägerstensåsen,Hägersten,Reserverad p-plats rörelsehindrad,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2022-08-09T22:00:00Z,,,,,,,,17.982835,59.301087,rörelsehindrade,0180 2022-03144,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2022&LopNr=03144
Mälarhöjdsvägen,Mälarhöjdsvägen 32 - 34,Mälarhöjden,Hägersten,P-avgift endast besök,"taxa 4: 10 kr/tim vardagar 7-19, dag före helgdag 11-17, Boende: 500 kr/månad eller 35 kr/dygn",Servicetid torsdag 08:00-16:00 1/11 - 15/5,2022-10-13T22:00:00Z,5,10,16,31,,,,17.949299,59.30106,fordon,0180 2022-04059,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2022&LopNr=04059
Mälarhöjdsvägen,Mälarhöjdsvägen 32 - 34,Mälarhöjden,Hägersten,P-avgift endast besök,"taxa 4: 10 kr/tim vardagar 7-19, dag före helgdag 11-17, Boende: 500 kr/månad eller 35 kr/dygn",Servicetid torsdag 08:00-16:00 1/11 - 15/5,2022-10-13T22:00:00Z,11,5,1,15,1600,800,torsdag,17.949299,59.30106,fordon,0180 2022-04059,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2022&LopNr=04059
Mälarhöjdsvägen,Mälarhöjdsvägen 26 - 32,Mälarhöjden,Hägersten,P-avgift endast besök,"taxa 4: 10 kr/tim vardagar 7-19, dag före helgdag 11-17, Boende: 500 kr/månad eller 35 kr/dygn",Servicetid torsdag 08:00-16:00 1/11 - 15/5,2022-10-13T22:00:00Z,5,10,16,31,,,,17.950562,59.301489,fordon,0180 2022-04059,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2022&LopNr=04059
Mälarhöjdsvägen,Mälarhöjdsvägen 26 - 32,Mälarhöjden,Hägersten,P-avgift endast besök,"taxa 4: 10 kr/tim vardagar 7-19, dag före helgdag 11-17, Boende: 500 kr/månad eller 35 kr/dygn",Servicetid torsdag 08:00-16:00 1/11 - 15/5,2022-10-13T22:00:00Z,11,5,1,15,1600,800,torsdag,17.950562,59.301489,fordon,0180 2022-04059,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2022&LopNr=04059
Mälarhöjdsvägen,Mälarhöjdsvägen 5,Mälarhöjden,Hägersten,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid torsdag 08:00-16:00 1/11 - 15/5,2022-10-13T22:00:00Z,5,10,16,31,,,,17.95468,59.301341,fordon,0180 2022-04168,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2022&LopNr=04168
Mälarhöjdsvägen,Mälarhöjdsvägen 5,Mälarhöjden,Hägersten,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid torsdag 08:00-16:00 1/11 - 15/5,2022-10-13T22:00:00Z,11,5,1,15,1600,800,torsdag,17.95468,59.301341,fordon,0180 2022-04168,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2022&LopNr=04168
Riksdalervägen,Riksdalervägen 14 - 20,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2023-06-16T22:00:00Z,5,10,16,31,,,,17.984993,59.297486,fordon,0180 2023-02388,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2023&LopNr=02388
Kamrerarvägen,Kamrerarvägen 8,Hägerstensåsen,Hägersten,Reserverad p-plats rörelsehindrad,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2022-12-01T23:00:00Z,,,,,,,,17.985978,59.292737,rörelsehindrade,0180 2022-04404,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2022&LopNr=04404
Sedelvägen,Sedelvägen 1 - 5,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2022-10-21T22:00:00Z,5,10,16,31,,,,17.985057,59.296447,fordon,0180 2022-03292,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2022&LopNr=03292
Sedelvägen,Sedelvägen 1 - 5,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2022-10-21T22:00:00Z,11,5,1,15,1600,800,måndag,17.985057,59.296447,fordon,0180 2022-03292,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2022&LopNr=03292
Sedelvägen,Sedelvägen 5 - 9,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2022-10-21T22:00:00Z,5,10,16,31,,,,17.984415,59.296318,fordon,0180 2022-03292,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2022&LopNr=03292
Sedelvägen,Sedelvägen 5 - 9,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2022-10-21T22:00:00Z,11,5,1,15,1600,800,måndag,17.984415,59.296318,fordon,0180 2022-03292,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2022&LopNr=03292
Sedelvägen,Sedelvägen 9 - 11,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2022-10-21T22:00:00Z,5,10,16,31,,,,17.984128,59.296262,fordon,0180 2022-03292,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2022&LopNr=03292
Sedelvägen,Sedelvägen 9 - 11,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2022-10-21T22:00:00Z,11,5,1,15,1600,800,måndag,17.984128,59.296262,fordon,0180 2022-03292,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2022&LopNr=03292
Johan Skyttes Väg,Johan Skyttes Väg 187A - 189A,Solberga,Älvsjö,Avgiftsfri parkering,avgiftsfri,Servicetid fredag 01:00-07:00 1/11 - 15/5,2023-10-03T22:00:00Z,5,10,16,31,900,2200,,18.008255,59.278675,fordon,0180 2023-03956,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2023&LopNr=03956
Johan Skyttes Väg,Johan Skyttes Väg 187A - 189A,Solberga,Älvsjö,Avgiftsfri parkering,avgiftsfri,Servicetid fredag 01:00-07:00 1/11 - 15/5,2023-10-03T22:00:00Z,11,5,1,15,900,2200,,18.008255,59.278675,fordon,0180 2023-03956,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2023&LopNr=03956
Skridskovägen,Skridskovägen 5,Västertorp,Hägersten,Reserverad p-plats motorcykel boende,"taxa 15: Vardagar utom vardag före sön- och helgdag klockan 07.00 - 19.00, 2,50 kr/tim.",Servicetid torsdag 08:00-16:00 1/11 - 15/5,2023-08-29T22:00:00Z,5,10,16,31,,,,17.976093,59.293174,motorcykel,0180 2023-03019,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2023&LopNr=03019
Skridskovägen,Skridskovägen 5,Västertorp,Hägersten,Reserverad p-plats motorcykel boende,"taxa 15: Vardagar utom vardag före sön- och helgdag klockan 07.00 - 19.00, 2,50 kr/tim.",Servicetid torsdag 08:00-16:00 1/11 - 15/5,2023-08-29T22:00:00Z,11,5,1,15,1600,800,torsdag,17.976093,59.293174,motorcykel,0180 2023-03019,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2023&LopNr=03019
Hökmossevägen,Hökmossevägen 41,Västberga,Hägersten,Reserverad p-plats rörelsehindrad,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2022-12-20T23:00:00Z,,,,,,,,17.991601,59.290826,rörelsehindrade,0180 2022-05005,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2022&LopNr=05005
Störtloppsvägen,Störtloppsvägen 31 - 27,Västertorp,Hägersten,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid torsdag 02:00-08:00 1/11 - 15/5,2023-11-02T23:00:00Z,5,10,16,31,700,1900,,17.966751,59.293815,fordon,0180 2023-04330,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2023&LopNr=04330
Störtloppsvägen,Störtloppsvägen 31 - 27,Västertorp,Hägersten,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid torsdag 02:00-08:00 1/11 - 15/5,2023-11-02T23:00:00Z,11,5,1,15,800,200,torsdag,17.966751,59.293815,fordon,0180 2023-04330,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2023&LopNr=04330
Störtloppsvägen,Störtloppsvägen 31 - 27,Västertorp,Hägersten,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid torsdag 02:00-08:00 1/11 - 15/5,2023-11-02T23:00:00Z,5,10,16,31,900,1600,,17.966751,59.293815,fordon,0180 2023-04330,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2023&LopNr=04330
Störtloppsvägen,Störtloppsvägen 31 - 27,Västertorp,Hägersten,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid torsdag 02:00-08:00 1/11 - 15/5,2023-11-02T23:00:00Z,11,5,1,15,900,1600,,17.966751,59.293815,fordon,0180 2023-04330,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2023&LopNr=04330
Svarvstolsvägen,Svarvstolsvägen 22 - 20,Västberga,Hägersten,Tidsreglerad på- och avstigningsplats,avgiftsfri,,2015-10-15T22:00:00Z,,,,,600,1900,,17.996028,59.295935,fordon,0180 2015-02705,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2015&LopNr=02705
Svarvstolsvägen,Svarvstolsvägen 22 - 20,Västberga,Hägersten,Tidsreglerad på- och avstigningsplats,avgiftsfri,,2015-10-15T22:00:00Z,,,,,600,1900,,17.996028,59.295935,fordon,0180 2015-02705,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2015&LopNr=02705
Varuvägen,Varuvägen 12 - 15,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid onsdag 00:00-06:00,2025-11-12T23:00:00Z,,,,,600,0,onsdag,18.004771,59.272525,fordon,0180 2025-04226,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04226
Varuvägen,Konsumentvägen 14,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid onsdag 00:00-06:00,2025-11-12T23:00:00Z,,,,,600,0,onsdag,18.00344,59.271311,fordon,0180 2025-04226,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04226
Varuvägen,Varuvägen 15 - 25,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid onsdag 00:00-06:00,2025-11-12T23:00:00Z,,,,,600,0,onsdag,18.004055,59.272008,fordon,0180 2025-04226,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04226
Varuvägen,Varuvägen 25,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 00:00-06:00,2025-11-12T23:00:00Z,,,,,600,0,måndag,18.009327,59.271558,fordon,0180 2025-04233,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04233
Konsumentvägen,Konsumentvägen 5A,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 00:00-06:00,2025-11-12T23:00:00Z,,,,,600,0,måndag,18.006451,59.269808,fordon,0180 2025-04210,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04210
Bisittargatan,Bisittargatan 42,Mälarhöjden,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid onsdag 08:00-16:00 1/11 - 15/5,2025-11-12T23:00:00Z,5,10,16,31,,,,17.960675,59.293836,fordon,0180 2025-04364,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04364
Bisittargatan,Bisittargatan 42,Mälarhöjden,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid onsdag 08:00-16:00 1/11 - 15/5,2025-11-12T23:00:00Z,11,5,1,15,1600,800,onsdag,17.960675,59.293836,fordon,0180 2025-04364,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04364
Bisittargatan,Bisittargatan 20A - 35,Mälarhöjden,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid onsdag 08:00-16:00 1/11 - 15/5,2025-11-12T23:00:00Z,5,10,16,31,,,,17.960308,59.296389,fordon,0180 2025-04364,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04364
Bisittargatan,Bisittargatan 20A - 35,Mälarhöjden,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid onsdag 08:00-16:00 1/11 - 15/5,2025-11-12T23:00:00Z,11,5,1,15,1600,800,onsdag,17.960308,59.296389,fordon,0180 2025-04364,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04364
Bisittargatan,Bisittargatan 28 - 38,Mälarhöjden,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid onsdag 08:00-16:00 1/11 - 15/5,2025-11-12T23:00:00Z,5,10,16,31,,,,17.959907,59.294946,fordon,0180 2025-04364,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04364
Bisittargatan,Bisittargatan 28 - 38,Mälarhöjden,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid onsdag 08:00-16:00 1/11 - 15/5,2025-11-12T23:00:00Z,11,5,1,15,1600,800,onsdag,17.959907,59.294946,fordon,0180 2025-04364,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04364
Herr Göstas Väg,Bågspännarvägen 13,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid torsdag 08:00-16:00 1/11 - 15/5,2025-11-20T23:00:00Z,5,10,16,31,700,2100,,17.999146,59.2718,fordon,0180 2025-04238,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04238
Herr Göstas Väg,Bågspännarvägen 13,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid torsdag 08:00-16:00 1/11 - 15/5,2025-11-20T23:00:00Z,11,5,1,15,1600,800,torsdag,17.999146,59.2718,fordon,0180 2025-04238,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04238
Herr Stens Väg,Herr Stens Väg 38 - 49,Älvsjö,Älvsjö,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2025-11-14T23:00:00Z,5,10,16,31,,,,18.000757,59.274078,fordon,0180 2025-04398,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04398
Herr Stens Väg,Herr Stens Väg 38 - 49,Älvsjö,Älvsjö,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2025-11-14T23:00:00Z,11,5,1,15,1600,800,måndag,18.000757,59.274078,fordon,0180 2025-04398,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04398
Herr Stens Väg,Herr Stens Väg 15 - 19A,Älvsjö,Älvsjö,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2025-11-14T23:00:00Z,5,10,16,31,,,,18.005203,59.276173,fordon,0180 2025-04398,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04398
Herr Stens Väg,Herr Stens Väg 15 - 19A,Älvsjö,Älvsjö,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2025-11-14T23:00:00Z,11,5,1,15,1600,800,måndag,18.005203,59.276173,fordon,0180 2025-04398,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04398
Herr Stens Väg,Herr Stens Väg 37X - 38,Älvsjö,Älvsjö,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2025-11-14T23:00:00Z,5,10,16,31,,,,18.002031,59.274389,fordon,0180 2025-04398,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04398
Herr Stens Väg,Herr Stens Väg 37X - 38,Älvsjö,Älvsjö,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2025-11-14T23:00:00Z,11,5,1,15,1600,800,måndag,18.002031,59.274389,fordon,0180 2025-04398,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04398
Herr Stens Väg,Herr Stens Väg 21 - 37X,Älvsjö,Älvsjö,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2025-11-14T23:00:00Z,5,10,16,31,,,,18.004259,59.275489,fordon,0180 2025-04398,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04398
Herr Stens Väg,Herr Stens Väg 21 - 37X,Älvsjö,Älvsjö,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2025-11-14T23:00:00Z,11,5,1,15,1600,800,måndag,18.004259,59.275489,fordon,0180 2025-04398,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04398
Herr Stens Väg,Herr Stens Väg 9,Älvsjö,Älvsjö,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2025-11-14T23:00:00Z,5,10,16,31,,,,18.005887,59.276817,fordon,0180 2025-04398,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04398
Herr Stens Väg,Herr Stens Väg 9,Älvsjö,Älvsjö,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2025-11-14T23:00:00Z,11,5,1,15,1600,800,måndag,18.005887,59.276817,fordon,0180 2025-04398,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04398
Herr Stens Väg,Herr Stens Väg 6 - 9,Älvsjö,Älvsjö,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2025-11-14T23:00:00Z,5,10,16,31,,,,18.006167,59.277146,fordon,0180 2025-04398,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04398
Långsjövägen,Långsjövägen 25 - 20,Älvsjö,Älvsjö,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid tisdag 08:00-16:00 1/11 - 15/5,2025-11-14T23:00:00Z,5,10,16,31,,,,17.995534,59.273776,fordon,0180 2025-04427,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04427
Långsjövägen,Långsjövägen 25 - 20,Älvsjö,Älvsjö,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid tisdag 08:00-16:00 1/11 - 15/5,2025-11-14T23:00:00Z,11,5,1,15,1600,800,tisdag,17.995534,59.273776,fordon,0180 2025-04427,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04427
